Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Rezaei J., Ortt R.",14029188500;13607261200;,A multi-variable approach to supplier segmentation,2012,International Journal of Production Research,50,16,,4593,4611,,63,10.1080/00207543.2011.615352,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864969917&doi=10.1080%2f00207543.2011.615352&partnerID=40&md5=ca208ae424519b6e526855b321e878ee,"Section Technology, Strategy and Entrepreneurship, Faculty of Technology, Policy and Management, Delft University of Technology, 2628 BX Delft, Netherlands","Rezaei, J., Section Technology, Strategy and Entrepreneurship, Faculty of Technology, Policy and Management, Delft University of Technology, 2628 BX Delft, Netherlands; Ortt, R., Section Technology, Strategy and Entrepreneurship, Faculty of Technology, Policy and Management, Delft University of Technology, 2628 BX Delft, Netherlands","The aim of this paper is to develop a new approach to supplier segmentation that considers the various variables used in existing literature to segment suppliers. A literature review reveals a serious problem from a management perspective. The problem is that many different supplier segmentation methods have been proposed in the last three decades, each of which uses different segmentation variables and hence results in different segments. An overarching supplier segmentation method, considering various segmentation variables, is lacking. Based on an extensive literature review, we have analysed the current methods and we conclude that the literature on supplier segmentation can be divided into three different schools of thoughts. By clearly identifying the deficiencies of the existing theory on supplier segmentation, we developed a new approach. As the basis for this new approach, we developed three requirements to make an overarching approach to supplier segmentation. Firstly, supplier segmentation should be based on their long-term potential, which we propose to assess in terms of supplier capabilities and willingness to cooperate. Secondly, other functional areas beyond purchasing have to be considered when segmenting suppliers. Thirdly, supplier segmentation should be viewed as a step in a longitudinal process that includes selecting suppliers, segmenting them, managing the relationship with them and actively developing their role over time. We illustrate the proposed approach by segmenting the suppliers of a company in the food industry. © 2012 Copyright Taylor and Francis Group, LLC.",buyer-supplier relationship; supplier development; supplier management; supplier segmentation; supplier selection; supply chain management (SCM),Buyer-supplier relationships; Supplier development; Supplier management; Supplier segmentation; Supplier selection; Mathematical models; Production engineering; Supply chain management,Article,Final,,Scopus,2-s2.0-84864969917
"Cantarelli C.C., Van Wee B., Molin E.J.E., Flyvbjerg B.",35730797500;56672201700;6602738873;6603578002;,Different cost performance: Different determinants?. The case of cost overruns in Dutch transport infrastructure projects.,2012,Transport Policy,22,,,88,95,,85,10.1016/j.tranpol.2012.04.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862575156&doi=10.1016%2fj.tranpol.2012.04.002&partnerID=40&md5=e3376b91df9051c62b9c8b9c7fe4dd44,"Department of Transport and Logistics, Delft University of Technology, Faculty Technology, Policy and Management, Jaffalaan 5, NL-2628 BX, Delft, Netherlands; Oxford University, BT Centre for Major Programme Management, Saïd Business School, Park End Street, Oxford, OX1 1HP, United Kingdom","Cantarelli, C.C., Department of Transport and Logistics, Delft University of Technology, Faculty Technology, Policy and Management, Jaffalaan 5, NL-2628 BX, Delft, Netherlands, Oxford University, BT Centre for Major Programme Management, Saïd Business School, Park End Street, Oxford, OX1 1HP, United Kingdom; Van Wee, B., Department of Transport and Logistics, Delft University of Technology, Faculty Technology, Policy and Management, Jaffalaan 5, NL-2628 BX, Delft, Netherlands; Molin, E.J.E., Department of Transport and Logistics, Delft University of Technology, Faculty Technology, Policy and Management, Jaffalaan 5, NL-2628 BX, Delft, Netherlands; Flyvbjerg, B., Oxford University, BT Centre for Major Programme Management, Saïd Business School, Park End Street, Oxford, OX1 1HP, United Kingdom","This paper examines three independent explanatory variables and their relation with cost overrun in order to decide whether this is different for Dutch infrastructure projects compared to worldwide findings. The three independent variables are project type (road, rail, and fixed link projects), project size (measured in terms of estimated costs) and the length of the project implementation phase. For Dutch projects, average cost overrun is 10.6% for rail, 18.6% for roads and 21.7% for fixed links. For project size, small Dutch projects have the largest average percentage cost overruns but in terms of total overrun, large projects have a larger share. The length of the implementation phase and especially the length of the pre-construction phase are important determinants of cost overruns in the Netherlands. With each additional year of pre-construction, percentage cost overrun increases by five percentage points. In contrast, the length of the construction phase has hardly any influence on cost overruns. This is an important contribution to current knowledge about cost overruns, because the period in which projects are most prone to cost overruns is narrowed down considerably, at least in the Netherlands. This means that to determine the causes and cures of overruns one should focus on the period. © 2012 Elsevier Ltd.",Cost overruns; Ex-post studies; Infrastructure; The Netherlands,performance assessment; transaction cost; transportation infrastructure; Netherlands,Article,Final,,Scopus,2-s2.0-84862575156
"Cantarelli C.C., Molin E.J.E., Van Wee B., Flyvbjerg B.",35730797500;6602738873;56672201700;6603578002;,Characteristics of cost overruns for Dutch transport infrastructure projects and the importance of the decision to build and project phases,2012,Transport Policy,22,,,49,56,,70,10.1016/j.tranpol.2012.04.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862274644&doi=10.1016%2fj.tranpol.2012.04.001&partnerID=40&md5=50772754be5d32cf053369060ed36ef5,"Oxford University, BT Centre for Major Programme Management, Saïd Business School, Park End Street, Oxford OX1 1HP, United Kingdom; Department of Transport and Logistics, Delft University of Technology, Faculty Technology, Policy and Management, Jaffalaan 5, NL-2628 BX Delft, Netherlands; Oxford University, BT Centre for Major Programme Management, Saïd Business School, Park End Street, Oxford OX1 1HP, United Kingdom","Cantarelli, C.C., Oxford University, BT Centre for Major Programme Management, Saïd Business School, Park End Street, Oxford OX1 1HP, United Kingdom; Molin, E.J.E., Department of Transport and Logistics, Delft University of Technology, Faculty Technology, Policy and Management, Jaffalaan 5, NL-2628 BX Delft, Netherlands; Van Wee, B., Department of Transport and Logistics, Delft University of Technology, Faculty Technology, Policy and Management, Jaffalaan 5, NL-2628 BX Delft, Netherlands; Flyvbjerg, B., Oxford University, BT Centre for Major Programme Management, Saïd Business School, Park End Street, Oxford OX1 1HP, United Kingdom","Using a methodology similar to that used the in the worldwide research, the cost performance of Dutch large-scale transport infrastructure projects is determined. In the Netherlands, cost overruns are as common as cost underruns but because cost overruns are larger than cost underruns projects on average have a cost overrun of 16.5%. The focus on one country further enabled to consider cost overruns during different project development phases. It turned out that in the Netherlands the majority of the cost overrun occurs in the pre-construction phase (the period between the formal decision to build and the start of construction). The frequency as well as the magnitude of pre-construction cost overrun is significantly higher than in the construction phase. The used methodology of calculating cost overruns does however not take lock-in into account. This phenomenon shows that the real decision to build was taken much earlier in the decision-making process. Since estimated costs are usually lower during these earlier stages, the cost overruns based on this real decision to build are likely to be much higher. Cost overruns presented in studies are therefore often underestimated and the problem of cost overruns is much larger than we think. © 2012 Elsevier Ltd.",Cost overruns; Infrastructure; Netherlands; Project phases; Transport,decision making; project management; transaction cost; transportation infrastructure; Netherlands,Article,Final,,Scopus,2-s2.0-84862274644
"Cuppen M., Broekhans B., Enserink B.",55292786800;26022829500;6602573147;,Public participation in EIA and attitude formation,2012,Impact Assessment and Project Appraisal,30,2,,63,74,,14,10.1080/14615517.2012.660348,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863462987&doi=10.1080%2f14615517.2012.660348&partnerID=40&md5=bf4d9cc4d81b191b7303683546d42a59,"Delft University of Technology - Faculty of Technology, Policy and Management, Postbus 5015, 2600, GA Delft, Netherlands","Cuppen, M., Delft University of Technology - Faculty of Technology, Policy and Management, Postbus 5015, 2600, GA Delft, Netherlands; Broekhans, B., Delft University of Technology - Faculty of Technology, Policy and Management, Postbus 5015, 2600, GA Delft, Netherlands; Enserink, B., Delft University of Technology - Faculty of Technology, Policy and Management, Postbus 5015, 2600, GA Delft, Netherlands","Although public participation in EIAs aims for public acceptance, it does not guarantee the project (of which the EIA is part) is accepted. Moreover, when citizens participate in EIAs, they develop attitudes towards the project itself, and towards the broader policy. This paper addresses the complex relationship between participating in EIA studies and accepting policies. We first discuss what attitudes can develop towards a project, and how they may influence the perception of the broader policy sector and the attitude towards policy processes. We distinguish four attitudes and show they are present in a dike-relocation case in the Netherlands. We further show that different experiences in the EIA led to different project evaluations and this impacted stakeholders' attitudes to participation, projects and policy-making. We found four aspects of the EIA process of this project that partly explain the arisen difference in project attitudes. These aspects are important to consider in the design and management of participative EIAs. © 2012 Copyright IAIA.",EIA; project and policy acceptance; public participation,environmental impact assessment; local participation; policy making; project design; project management; stakeholder; Netherlands,Article,Final,,Scopus,2-s2.0-84863462987
"Van der Heijden J., Ten Heuvelhof E.",42462522500;8204752600;,The Mechanics of Virtue: Lessons on Public Participation from Implementing the Water Framework Directive in the Netherlands,2012,Environmental Policy and Governance,22,3,,177,188,,41,10.1002/eet.1583,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861863492&doi=10.1002%2feet.1583&partnerID=40&md5=3738674ddadf0dab1ad8ab76850639a8,"University of Amsterdam, Faculty of Law, Amsterdam, Netherlands; Delft University of Technology, Faculty of Technology Policy and Management, Delft, Zuid Holland, Netherlands; Australian National Univ.-Regulatory Institutions Network, Canberra, Netherlands","Van der Heijden, J., University of Amsterdam, Faculty of Law, Amsterdam, Netherlands, Australian National Univ.-Regulatory Institutions Network, Canberra, Netherlands; Ten Heuvelhof, E., Delft University of Technology, Faculty of Technology Policy and Management, Delft, Zuid Holland, Netherlands","Public participation is often presented as a virtue (a normative good), but the strategy comes with its own mechanical flaws. Policy debates and the literature have for a long time been dominated by this idea of public participation as a virtue, but recently the literature has become more critical, addressing the instrumental and substantive aspects of public participation. This article engages with and adds to the literature by presenting the use of public participation in implementing the European Water Framework Directive in the Netherlands. The study traces and discusses a number of mechanistic issues related to public participation. © 2012 John Wiley & Sons, Ltd and ERP Environment.",Interest group representation; Policy making; Public participation; Water policy,European Union; local participation; participatory approach; policy approach; strategic approach; water planning; Netherlands,Article,Final,,Scopus,2-s2.0-84861863492
"van Geenhuizen M., Nijkamp P.",6701379191;7102958684;,Preface,2012,"Creative Knowledge Cities: Myths, Visions and Realities",,,,ix,,,6,10.4337/9780857932853.00005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038926015&doi=10.4337%2f9780857932853.00005&partnerID=40&md5=469c7bd30de404ae7ae8566e24a8d876,"Innovation Systems, Faculty of Technology, Policy, and Management, Delft University of Technology, Delft, Netherlands; Department of Spatial Economics, Faculty of Economics and Business Administration, Free University, Amsterdam, Netherlands","van Geenhuizen, M., Innovation Systems, Faculty of Technology, Policy, and Management, Delft University of Technology, Delft, Netherlands; Nijkamp, P., Department of Spatial Economics, Faculty of Economics and Business Administration, Free University, Amsterdam, Netherlands",[No abstract available],,,Editorial,Final,,Scopus,2-s2.0-85038926015
"Janssen M., Klievink B.",16199813000;26025724800;,Can enterprise architectures reduce failure in development projects?,2012,"Transforming Government: People, Process and Policy",6,1,,27,40,,26,10.1108/17506161211214804,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858409785&doi=10.1108%2f17506161211214804&partnerID=40&md5=006c82a5385aa1e15d450412d1af9232,"Section of Information and Communication Technology, Faculty of Technology, Policy and Management, Delft University of Technology, Delft, Netherlands","Janssen, M., Section of Information and Communication Technology, Faculty of Technology, Policy and Management, Delft University of Technology, Delft, Netherlands; Klievink, B., Section of Information and Communication Technology, Faculty of Technology, Policy and Management, Delft University of Technology, Delft, Netherlands","Purpose: Scant attention has been given to the role of enterprise architecture (EA) in relationship to risk management in information system development projects. Even less attention has been given to the inter-organizational setting. The aim of this paper is to better understand this relationship. Design/methodology/approach: The relationship between EA and project failure/success is investigated by - through a workshop - creating a retrospective view on the use of architectures in large and complex ICT-projects. Findings: Failure factors can be grouped in organization network, people, process, product and technology categories. The findings show that a disappointingly limited number of public sector development projects make sufficient use of architecture as a risk management instrument. Architectures should be considered both as a risk-mitigating instrument and as an organizational shaping routine to reduce project failure and manage risk in organization networks. Research limitations/implications: A single workshop with a limited number of participants was conducted. The findings need further refinement and generalization based on more empirical research investigating the relationship between architecture and project failure. Practical implications: Architecture should give explicit consideration to risk management and help to draw attention to this. Governance mechanisms need be defined to ensure that the organizations' members become aware of both architecture and risk management. Risk management and EA have similarities, as they are both an instrument and an organizational shaping routine. Originality/value: Governments collaborate more and more in organizational networks and for that reason often multiple organizations are involved in information system project developments. Enterprise architecture as a risk mitigation instrument has not, to date, been given attention. © Emerald Group Publishing Limited.",Critical failure factors; Enterprise architecture; Information architecture; Information systems; Organizational processes; Project failure; Risk management,,Article,Final,,Scopus,2-s2.0-84858409785
"Mu R., de Jong M.",35422619500;57209464929;,Introduction to the issue: The state of the transport infrastructures in China,2012,Policy and Society,31,1,,1,12,,,10.1016/j.polsoc.2012.01.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857653226&doi=10.1016%2fj.polsoc.2012.01.007&partnerID=40&md5=cc2f223c578bf308b7a1f81765e405f2,"Faculty of Technology Policy and Management, Delft University of Technology, Delft, Netherlands; School of Management, Harbin Institute of Technology, Harbin, China","Mu, R., Faculty of Technology Policy and Management, Delft University of Technology, Delft, Netherlands; de Jong, M., Faculty of Technology Policy and Management, Delft University of Technology, Delft, Netherlands, School of Management, Harbin Institute of Technology, Harbin, China",[No abstract available],,,Editorial,Final,,Scopus,2-s2.0-84857653226
Cuppen E.,24758098900;,Diversity and constructive conflict in stakeholder dialogue: Considerations for design and methods,2012,Policy Sciences,45,1,,23,46,,99,10.1007/s11077-011-9141-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857644370&doi=10.1007%2fs11077-011-9141-7&partnerID=40&md5=6135c6564559443fa9756f0a27e00c74,"Faculty of Technology, Policy and Management, Delft University of Technology, Jaffalaan 5, 2628 BX Delft, Netherlands","Cuppen, E., Faculty of Technology, Policy and Management, Delft University of Technology, Jaffalaan 5, 2628 BX Delft, Netherlands","Diversity is generally recognized as a key issue for learning in stakeholder dialogue on wicked sustainability issues. Yet the question on how design of stakeholder dialogue and supporting methods actually enhance learning in stakeholder dialogue deserves more attention. This paper presents constructive conflict as a central design issue for stakeholder dialogue. This means that a dialogue entails the articulation of a diversity of perspectives and the confrontation of claims and ideas based on these perspectives. Building on three properties of diversity (variety, balance and disparity), the methodological implications of constructive conflict as a central design issue will be derived. These implications are structured according to three design steps: stakeholder identification and selection, articulation of perspectives and confrontation of claims and ideas. It is argued that social scientific methods are needed to support design of stakeholder dialogue. Q methodology is presented as an example that was used in a stakeholder dialogue on sustainable biomass in the Netherlands to identify stakeholder perspectives, to select stakeholders and to structure the dialogue. The paper wraps up with conclusions on constructive conflict as a design issue. © 2011 The Author(s).",Constructive conflict; Diversity; Learning; Participatory method; Q methodology; Stakeholder dialogue,learning; methodology; participatory approach; policy approach; stakeholder; Netherlands,Article,Final,,Scopus,2-s2.0-84857644370
Roeser S.,35520235600;,Emotional Engineers: Toward Morally Responsible Design,2012,Science and Engineering Ethics,18,1,,103,115,,61,10.1007/s11948-010-9236-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856764316&doi=10.1007%2fs11948-010-9236-0&partnerID=40&md5=16b2a487b47d67a1f6c9174be7d4251f,"Philosophy Department, Faculty of Technology, Policy and Management, Delft University of Technology, Jaffalaan 5, 2628 BX Delft, Netherlands","Roeser, S., Philosophy Department, Faculty of Technology, Policy and Management, Delft University of Technology, Jaffalaan 5, 2628 BX Delft, Netherlands","Engineers are normally seen as the archetype of people who make decisions in a rational and quantitative way. However, technological design is not value neutral. The way a technology is designed determines its possibilities, which can, for better or for worse, have consequences for human wellbeing. This leads various scholars to the claim that engineers should explicitly take into account ethical considerations. They are at the cradle of new technological developments and can thereby influence the possible risks and benefits more directly than anybody else. I have argued elsewhere that emotions are an indispensable source of ethical insight into ethical aspects of risk. In this paper I will argue that this means that engineers should also include emotional reflection into their work. This requires a new understanding of the competencies of engineers: they should not be unemotional calculators; quite the opposite, they should work to cultivate their moral emotions and sensitivity, in order to be engaged in morally responsible engineering. © 2010 The Author(s).",Design; Emotion; Engineering; Responsibility; Risk,article; emotion; engineering; ethics; human; morality; professional competence; risk; social behavior; social psychology; technology; Emotions; Engineering; Humans; Moral Obligations; Professional Competence; Risk; Social Behavior; Social Values; Technology,Article,Final,,Scopus,2-s2.0-84856764316
"Van den Hoven J., Lokhorst G.-J., Van de Poel I.",11840074900;6602907791;6602685731;,Engineering and the Problem of Moral Overload,2012,Science and Engineering Ethics,18,1,,143,155,,91,10.1007/s11948-011-9277-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856719565&doi=10.1007%2fs11948-011-9277-z&partnerID=40&md5=951e295242ba89264846057e17d5a101,"Section of Philosophy, Faculty of Technology, Policy and Management, Delft University of Technology, P.O. Box 5015, 2600 GA Delft, Netherlands","Van den Hoven, J., Section of Philosophy, Faculty of Technology, Policy and Management, Delft University of Technology, P.O. Box 5015, 2600 GA Delft, Netherlands; Lokhorst, G.-J., Section of Philosophy, Faculty of Technology, Policy and Management, Delft University of Technology, P.O. Box 5015, 2600 GA Delft, Netherlands; Van de Poel, I., Section of Philosophy, Faculty of Technology, Policy and Management, Delft University of Technology, P.O. Box 5015, 2600 GA Delft, Netherlands","When thinking about ethics, technology is often only mentioned as the source of our problems, not as a potential solution to our moral dilemmas. When thinking about technology, ethics is often only mentioned as a constraint on developments, not as a source and spring of innovation. In this paper, we argue that ethics can be the source of technological development rather than just a constraint and technological progress can create moral progress rather than just moral problems. We show this by an analysis of how technology can contribute to the solution of so-called moral overload or moral dilemmas. Such dilemmas typically create a moral residue that is the basis of a second-order principle that tells us to reshape the world so that we can meet all our moral obligations. We can do so, among other things, through guided technological innovation. © 2011 The Author(s).",Engineering; Moral overload; Technological progress,article; engineering; ethics; human; morality; problem solving; technology; Engineering; Humans; Moral Obligations; Problem Solving; Technology,Article,Final,,Scopus,2-s2.0-84856719565
"Fumarola M., Van Staalduinen J.-P., Verbraeck A.",26031466700;36461821700;6603698259;,A ten-step design method for simulation games in logistics management,2012,Journal of Computing and Information Science in Engineering,12,1,11006,,,,10,10.1115/1.3617440,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855175938&doi=10.1115%2f1.3617440&partnerID=40&md5=bfc46842cee8b9af359c426a824475d3,"System Engineering Group, Faculty of Technology, Policy and Management, Delft University of Technology, Jaffalaan 5, 2628 BX Delft, Netherlands","Fumarola, M., System Engineering Group, Faculty of Technology, Policy and Management, Delft University of Technology, Jaffalaan 5, 2628 BX Delft, Netherlands; Van Staalduinen, J.-P., System Engineering Group, Faculty of Technology, Policy and Management, Delft University of Technology, Jaffalaan 5, 2628 BX Delft, Netherlands; Verbraeck, A., System Engineering Group, Faculty of Technology, Policy and Management, Delft University of Technology, Jaffalaan 5, 2628 BX Delft, Netherlands","Simulation games have often been found useful as a method of inquiry to gain insight in complex system behavior and as aids for design, engineering simulation and visualization, and education. Designing simulation games are the result of creative thinking and planning, but often not the result of a rigorously applied design method. Design methods can be used to structure the creative process. The specific types of games we chose for studying design methods are simulation games focused on information-intensive domains, of which logistics management is an example. Our new design method takes into account the information intensiveness of the domain. The design method incorporates enterprise information management, simulation model design, and instructional design. The design method we propose uses ten steps in designing a simulation game: the first five for making a conceptual design and the final five for using the conceptual design as a basis for the simulation game. Iterative cycles are added to improve intermediate results. This paper discusses the design method and presents two different case studies. The first case study helped in developing the design method, while the second case study served for assessment and improvement. © 2012 American Society of Mechanical Engineers.",design method; engineering simulation and visualization; game design; gaming simulation; instructional design,Design method; Engineering simulation; Game design; gaming simulation; instructional design; Conceptual design; Information management; Research; Visualization; Computer simulation,Article,Final,,Scopus,2-s2.0-84855175938
"Kasmire J., Korhonen J.M., Nikolic I.",42262107500;55615234300;16481059300;,How radical is a radical innovation? An outline for a computational approach,2012,Energy Procedia,20,,,346,353,,6,10.1016/j.egypro.2012.03.034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897141798&doi=10.1016%2fj.egypro.2012.03.034&partnerID=40&md5=5fb01e8ef81271e690dd73ce9b8b7dde,"TU Delft Faculty of Technology Policy and Management, Jaffalaan 5, 2628BX, Delft, Netherlands; Aalto University School of Economics, Runeberginkatu 14-16, 00076 AALTO, Helsinki, Finland","Kasmire, J., TU Delft Faculty of Technology Policy and Management, Jaffalaan 5, 2628BX, Delft, Netherlands; Korhonen, J.M., Aalto University School of Economics, Runeberginkatu 14-16, 00076 AALTO, Helsinki, Finland; Nikolic, I., TU Delft Faculty of Technology Policy and Management, Jaffalaan 5, 2628BX, Delft, Netherlands","Radical innovations prompt significant subsequent technological development and exhibit novelty and ""architectural"" innovation, i.e. rearranging the way design elements are put together in a system. Thus, radical innovations often serve as the foundation for new technological systems, industries or domains and are seen to involve significant conceptual breakthroughs, through either luck or genius. The much more common incremental innovations are perceived as mere improvements to existing technologies. Decreasing returns from incremental innovation are understood to motivate a search for a new radical innovation to provide a platform for more incremental innovation. However, deeper study shows that the conceptual ""distance"" a radical breakthrough travels is far shorter than would initially appear. On closer inspection, several innovations with undoubtedly radical effects comprise several small inventive steps that appear self-evident, even logical, to the developers. This conundrum appears to stem from conflating a radical effect with a radical development. What's more, this view of radical innovation views inventions as isolated from the broader currents of technological development. An alternative view sees innovations as embedded in a co-evolutionary socio-technical landscape, where inventions develop in a technological environment and become building blocks for further inventions. Although only inventions adopted for use can be called innovations, ""inactive"" inventions can also serve as building blocks. In this view, (almost) all steps to innovation are incremental, but the system's self-organized criticality (SOC) allows spontaneous radical effects. This work explores the importance of an evolutionary and SOC view of invention and innovation through agent based models. We develop a simple model capable of simulating the build-out of technologies in a series of simulation experiments. Although all inventions develop incrementally, the model behaviour is expected to exhibit SOC so that some inventions trigger much higher rates of subsequent development than others. Thus, the results are expected to support an evolutionary view of technological development where a radical effect is a consequence of the entire interdependent landscape rather than of the radical development of a specific innovation. The model should be of interest to several research streams concerned with simulating and studying R&D activities. © 2012 Published by Elsevier Ltd.",Agent-based models; Incremental innovation; Radical innovation; Self-organized criticality; Technology adoption,,Conference Paper,Final,,Scopus,2-s2.0-84897141798
"Xiao F., Ligteringen H., Van Gulijk C., Ale B.",55574473200;6701493233;6603442388;6701527775;,Artificial force fields for multi-agent simulations of maritime traffic: A case study of Chinese waterway,2012,Procedia Engineering,45,,,807,814,,14,10.1016/j.proeng.2012.08.243,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891667510&doi=10.1016%2fj.proeng.2012.08.243&partnerID=40&md5=33a4a517b4ad86dd596bc9f603fddcc0,"Faculty of Technology Policy and Management, Delft University of Technology, Jaffalaan 5, 2628 BX Delft, Netherlands; Faculty of Civil Engineering and Geosciences, Delft University of Technology, Stevinweg 1, 2628 BX Delft, Netherlands","Xiao, F., Faculty of Technology Policy and Management, Delft University of Technology, Jaffalaan 5, 2628 BX Delft, Netherlands; Ligteringen, H., Faculty of Civil Engineering and Geosciences, Delft University of Technology, Stevinweg 1, 2628 BX Delft, Netherlands; Van Gulijk, C., Faculty of Technology Policy and Management, Delft University of Technology, Jaffalaan 5, 2628 BX Delft, Netherlands; Ale, B., Faculty of Technology Policy and Management, Delft University of Technology, Jaffalaan 5, 2628 BX Delft, Netherlands","Collisions are an important factor in probabilistic risk modeling of waterway infrastructures. Especially in the design of bridges and terminals, the probability of ship collision is important. Researchers are looking for simulations that mimic ship behavior and estimate accident probabilities rather than using probabilistic accident models. AIS (Automatic Identification System) data forms a valuable basis for development of such simulation models. The data is a valuable asset for the validation and calibration of accident simulation models. Hence, a detailed analysis of AIS data is being undertaken as part of current research on ship collision simulations. Based on AIS data analysis, we developed a primary application of multi-agent simulation for ship traffic in the Yangtze River, which provides a realistic representation of the shipping traffic. Visual comparisons between AIS data and simulation data show comparable ship movements. More importantly, many different simulations show that the output of the simulation reproduces the behavior of real ships according to AIS data. Further down the road, ship failures will also be simulated, which results in a probability of ship accidents. Rather than the existing mathematical methods to estimate the risks of maritime accidents, multi-agent simulations provide a realistic ship behavior and all the details of ship movement. The model provides detailed information on how ships go wrong, and forms a useful tool in the design of waterways, design of bridges, and in traffic management. © 2012 The Authors. Published by Elsevier Ltd.",AIS; Muiti-agent Simulation; Safety; Shipping,,Conference Paper,Final,,Scopus,2-s2.0-84891667510
"Van Geenhuizen M., Nijkamp P.",6701379191;7102958684;,Preface,2012,"Creative Knowledge Cities: Myths, Visions and Realities",,,,,,,,10.4337/9780857932853.00005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881718031&doi=10.4337%2f9780857932853.00005&partnerID=40&md5=56848590a09570ad48c6d4e6575a31d3,"Faculty of Technology, Policy, and Management, Delft University of Technology, Delft, Netherlands; Department of Spatial Economics, Faculty of Economics and Business Administration, Free University, Amsterdam, Netherlands","Van Geenhuizen, M., Faculty of Technology, Policy, and Management, Delft University of Technology, Delft, Netherlands; Nijkamp, P., Department of Spatial Economics, Faculty of Economics and Business Administration, Free University, Amsterdam, Netherlands",[No abstract available],,,Editorial,Final,,Scopus,2-s2.0-84881718031
"Van Geenhuizen M., Nijkamp P.",6701379191;7102958684;,Creative cities in a knowledge society: Introduction,2012,"Creative Knowledge Cities: Myths, Visions and Realities",,,,1,19,,1,10.4337/9780857932853.00006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881701505&doi=10.4337%2f9780857932853.00006&partnerID=40&md5=5f1306f4b66c3a2a33c3bc72b0beabdd,"Faculty of Technology, Policy, and Management, Delft University of Technology, Delft, Netherlands; Department of Spatial Economics, Faculty of Economics and Business Administration, Free University, Amsterdam, Netherlands","Van Geenhuizen, M., Faculty of Technology, Policy, and Management, Delft University of Technology, Delft, Netherlands; Nijkamp, P., Department of Spatial Economics, Faculty of Economics and Business Administration, Free University, Amsterdam, Netherlands",[No abstract available],,,Editorial,Final,,Scopus,2-s2.0-84881701505
"Kulikova O., Heil R., Van Den Berg J., Pieters W.",55811263500;55811691500;7201551194;34168211300;,Cyber crisis management: A decision-support framework for disclosing security incident information,2012,"Proceedings of the 2012 ASE International Conference on Cyber Security, CyberSecurity 2012",,,6542532,103,112,,9,10.1109/CyberSecurity.2012.20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881068261&doi=10.1109%2fCyberSecurity.2012.20&partnerID=40&md5=c2d8af86b725e3b5866d10131cad12b1,"ICT Security and Control, KPMG, Amstelveen, Netherlands; Faculty of Technology, Policy, and Management, TU Delft, Delft, Netherlands","Kulikova, O., ICT Security and Control, KPMG, Amstelveen, Netherlands; Heil, R., ICT Security and Control, KPMG, Amstelveen, Netherlands; Van Den Berg, J., Faculty of Technology, Policy, and Management, TU Delft, Delft, Netherlands; Pieters, W., Faculty of Technology, Policy, and Management, TU Delft, Delft, Netherlands","The growing sophistication and frequency of cyber attacks force modern companies to be prepared beforehand for potential cyber security incidents and data leaks. A proper incident disclosure strategy can significantly improve timeliness and effectiveness of incident response activities, reduce legal fines, and restore confidence and trust of a company's key stakeholders. In this paper, four factors that shape organizational preferences regarding incident information disclosure are introduced. Together, they create a set of challenges for a company when deciding to whom, when, what, and how to share cyber security incident information. We further propose a decision-support framework that provides step-by-step guidance for organizations to address these challenges, and develop an appropriate incident disclosure strategy. © 2012 IEEE.",Cyber security; incident response; information disclosure; internal and external stakeholders,Network security; Crisis management; Cyber security; Cyber-attacks; Decision support framework; External stakeholders; Incident response; Information disclosure; Security incident; Decision support systems,Conference Paper,Final,,Scopus,2-s2.0-84881068261
